source,target,year,month,day,mode,companion
788,642,1662,1,1,coach,Sir W. Penn
642,577,1662,1,1,walk,
577,789,1662,1,1,walk,
789,788,1662,1,1,walk,
788,577,1662,1,1,coach,Elizabeth Pepys;young Mr. Penn;Penn's sister
577,788,1662,1,1,coach,Elizabeth Pepys;young Mr. Penn;Penn's sister
788,422,1662,1,2,walk,
422,650,1662,1,2,walk,
650,788,1662,1,2,boat,
788,106,1662,1,2,walk,
106,788,1662,1,2,walk,
788,422,1662,1,2,walk,
422,788,1662,1,2,walk,
788,174,1662,1,3,walk,Tom Pepys
174,337,1662,1,3,walk,Tom Pepys
337,176,1662,1,3,walk,
176,788,1662,1,3,walk,
788,610,1662,1,4,boat,Elizabeth Pepys
610,650,1662,1,4,walk,
650,656,1662,1,4,walk,Elizabeth Pepys;old East
656,788,1662,1,4,coach,Elizabeth Pepys
788,422,1662,1,4,walk,
422,516,1662,1,4,walk,Elizabeth Pepys
516,788,1662,1,4,walk,Elizabeth Pepys
788,422,1662,1,4,walk,
422,788,1662,1,4,walk,
788,544,1662,1,5,walk,
544,788,1662,1,5,walk,
788,514,1662,1,5,walk,
514,788,1662,1,5,walk,
788,422,1662,1,6,walk,
422,516,1662,1,6,walk,
516,788,1662,1,6,walk,
788,534,1662,1,7,walk,Sir W. Penn
534,788,1662,1,7,coach,Elizabeth Pepys;Sir W. Penn
788,422,1662,1,7,walk,
422,516,1662,1,7,walk,
516,788,1662,1,7,walk,
788,422,1662,1,7,walk,
422,788,1662,1,7,walk,
788,422,1662,1,8,walk,
422,788,1662,1,8,walk,
788,610,1662,1,8,walk,
610,576,1662,1,8,boat,
576,514,1662,1,8,walk,
514,788,1662,1,8,walk,
788,422,1662,1,9,walk,
422,788,1662,1,9,walk,
788,642,1662,1,10,walk,
642,610,1662,1,10,walk,
610,576,1662,1,10,boat,
576,411,1662,1,10,walk,Elizabeth Pepys
411,788,1662,1,10,coach,Elizabeth Pepys
788,422,1662,1,11,walk,
422,514,1662,1,11,walk,
514,788,1662,1,11,walk,
788,174,1662,1,11,walk,Tom Pepys
174,337,1662,1,11,walk,Tom Pepys
337,789,1662,1,11,walk,
789,422,1662,1,11,walk,
422,788,1662,1,11,walk,
788,544,1662,1,12,walk,
544,788,1662,1,12,walk,
788,418,1662,1,12,coach,Elizabeth Pepys;Sir W. Penn;Dean Fuller
418,419,1662,1,12,walk,Elizabeth Pepys
419,788,1662,1,12,walk,Elizabeth Pepys
788,422,1662,1,14,walk,
422,788,1662,1,14,walk,
788,576,1662,1,17,walk,Henry Moore
576,337,1662,1,17,walk,Henry Moore
337,191,1662,1,17,walk,Henry Moore
191,650,1662,1,17,walk,
650,576,1662,1,17,walk,Elizabeth Pepys
576,788,1662,1,17,walk,Elizabeth Pepys
788,422,1662,1,18,walk,
422,788,1662,1,18,walk,
788,152,1662,1,18,walk,
152,576,1662,1,18,walk,
576,546,1662,1,18,walk,
546,576,1662,1,18,walk,
576,642,1662,1,18,coach,Henry Moore
642,123,1662,1,18,coach,Henry Moore
123,650,1662,1,18,walk,
650,788,1662,1,18,coach,Henry Moore
788,544,1662,1,19,walk,
544,788,1662,1,19,walk,Elizabeth Pepys
788,440,1662,1,19,walk,Elizabeth Pepys
440,592,1662,1,19,walk,Elizabeth Pepys
592,788,1662,1,19,walk,Elizabeth Pepys
788,514,1662,1,19,walk,
514,788,1662,1,19,walk,
788,422,1662,1,21,walk,
422,788,1662,1,21,walk,
788,642,1662,1,22,walk,
