source,target,year,month,day,mode,companion
788,59,1662,9,27,walk,Elizabeth Pepys
59,493,1662,9,28,walk,Tom Pepys
493,59,1662,9,28,walk,Tom Pepys
59,788,1662,9,28,walk,
788,544,1662,9,28,walk,
544,788,1662,9,28,walk,
788,59,1662,9,28,walk,
59,642,1662,9,29,coach,Henry Moore
642,541,1662,9,29,walk,Henry Moore
541,540,1662,9,29,walk,Sir W. Coventry
540,59,1662,9,29,boat,Mr. Cooke
59,788,1662,9,29,boat,Elizabeth Pepys;Mr. Cooke
788,577,1662,9,29,coach,Elizabeth Pepys;Margaret Penn
577,419,1662,9,29,coach,Elizabeth Pepys
419,788,1662,9,29,coach,Margaret Penn
788,59,1662,9,29,walk,
59,788,1662,9,30,walk,
788,422,1662,9,30,walk,
422,516,1662,9,30,walk,
516,422,1662,9,30,walk,Elizabeth Pepys
422,158,1662,9,30,coach,Elizabeth Pepys
158,788,1662,9,30,coach,Elizabeth Pepys
788,59,1662,9,30,walk,
59,788,1662,10,1,walk,
788,145,1662,10,1,walk,
145,788,1662,10,1,walk,
788,422,1662,10,2,walk,
422,788,1662,10,2,walk,
788,650,1662,10,2,coach,Henry Moore
650,647,1662,10,2,walk,
647,650,1662,10,2,walk,
650,59,1662,10,3,walk,
59,546,1662,10,3,walk,
546,788,1662,10,3,walk,
788,422,1662,10,3,walk,
422,788,1662,10,3,walk,
788,422,1662,10,4,walk,
422,788,1662,10,4,walk,
788,544,1662,10,5,walk,
544,788,1662,10,5,walk,
788,59,1662,10,5,walk,
59,788,1662,10,5,walk,
788,540,1662,10,6,boat,Sir W. Penn
540,642,1662,10,6,walk,Sir W. Penn;Sir W. Coventry
642,667,1662,10,6,boat,Sir W. Coventry;Sir W. Penn
667,145,1662,10,6,walk,Sir W. Coventry;Sir W. Penn
145,475,1662,10,6,walk,
475,642,1662,10,6,boat,Sir W. Coventry
642,650,1662,10,6,walk,Sir W. Coventry
650,576,1662,10,6,boat,
576,788,1662,10,6,walk,
788,576,1662,10,7,coach,Elizabeth Pepys
576,610,1662,10,7,boat,William Howe
610,650,1662,10,7,coach,
650,426,1662,10,7,walk,Dr. Williams;Elizabeth Pepys
426,59,1662,10,7,walk,Dr. Williams
59,788,1662,10,7,coach,Elizabeth Pepys
788,650,1662,10,8,boat,
650,576,1662,10,8,walk,
576,788,1662,10,8,walk,
788,422,1662,10,8,walk,
422,650,1662,10,8,coach,
650,788,1662,10,8,walk,
788,422,1662,10,9,walk,
422,606,1662,10,9,horse,Will Hewer
606,466,1662,10,9,horse,Will Hewer
466,31,1662,10,10,horse,Will Hewer
31,67,1662,10,10,walk,Dr. Fairbrother
67,749,1662,10,10,walk,
749,67,1662,10,10,walk,
67,587,1662,10,10,walk,
587,277,1662,10,10,horse,Will Hewer
277,270,1662,10,11,horse,
270,51,1662,10,11,horse,
51,238,1662,10,11,horse,Will Hewer
238,51,1662,10,11,horse,Will Hewer
51,52,1662,10,12,walk,
52,51,1662,10,12,walk,
51,238,1662,10,13,walk,Mr. Shepley
238,271,1662,10,13,walk,Mr. Shepley
271,682,1662,10,13,walk,
682,51,1662,10,13,horse,
51,238,1662,10,14,horse,Tom Pepys;Mr. Cooke;Will Hewer
238,31,1662,10,14,horse,Tom Pepys;Mr. Cooke;Will Hewer
31,606,1662,10,15,horse,Will Hewer
606,788,1662,10,15,horse,Will Hewer
788,422,1662,10,16,walk,
422,788,1662,10,16,walk,
788,650,1662,10,17,boat,
650,610,1662,10,17,walk,John Creed
610,128,1662,10,17,walk,John Creed;Captain Ferrers
128,576,1662,10,17,boat,John Creed
576,788,1662,10,17,boat,
