source,target,year,month,day,mode,companion
788,145,1661,6,29,boat,Sir W. Batten;Sir W. Penn
145,788,1661,6,29,boat,Sir W. Batten;Sir W. Penn
788,34,1661,6,29,walk,
34,788,1661,6,29,walk,
544,788,1661,6,30,walk,
788,642,1661,6,30,boat,Sir W. Batten;Sir W. Penn
642,207,1661,6,30,walk,
207,788,1661,6,30,walk,
788,422,1661,7,1,walk,
422,788,1661,7,1,walk,
788,610,1661,7,2,walk,
610,788,1661,7,2,walk,
788,422,1661,7,2,walk,
422,158,1661,7,2,coach,
158,788,1661,7,2,walk,
788,642,1661,7,3,walk,Edward Montagu
642,576,1661,7,3,walk,
576,154,1661,7,3,walk,
154,422,1661,7,3,walk,
422,514,1661,7,3,walk,
514,788,1661,7,3,walk,
788,577,1661,7,4,walk,
577,174,1661,7,4,walk,
174,789,1661,7,4,walk,
789,358,1661,7,4,walk,
358,788,1661,7,4,walk,
788,422,1661,7,5,walk,
422,514,1661,7,5,walk,
514,788,1661,7,5,walk,
788,592,1661,7,6,walk,
592,650,1661,7,6,walk,
650,522,1661,7,6,walk,
522,51,1661,7,6,horse,
544,51,1661,7,7,walk,
51,680,1661,7,14,walk,
680,238,1661,7,14,walk,
238,51,1661,7,14,walk,
51,65,1661,7,15,horse,
65,66,1661,7,15,walk,
66,69,1661,7,15,walk,
69,483,1661,7,15,walk,Dr. Fairbrother
483,277,1661,7,15,horse,
277,202,1661,7,15,horse,
202,51,1661,7,15,horse,
51,270,1661,7,20,horse,
270,682,1661,7,20,walk,Sir Robert Bernard
682,270,1661,7,20,walk,
270,767,1661,7,20,walk,Tom Trice;Jaspar Trice
767,51,1661,7,20,walk,
51,41,1661,7,22,horse,
41,232,1661,7,22,horse,
232,788,1661,7,22,horse,
788,592,1661,7,22,walk,
592,174,1661,7,22,walk,
174,650,1661,7,22,walk,
650,788,1661,7,22,walk,
788,516,1661,7,23,walk,
788,514,1661,7,23,walk,
788,610,1661,7,23,walk,
610,577,1661,7,23,walk,
577,174,1661,7,23,walk,
174,592,1661,7,23,walk,
592,788,1661,7,23,walk,
788,642,1661,7,24,boat,Elizabeth Pepys
642,576,1661,7,24,walk,
576,788,1661,7,24,boat,Elizabeth Pepys
422,789,1661,7,25,walk,
789,174,1661,7,25,walk,
174,158,1661,7,25,walk,Mr. Moore
158,788,1661,7,25,walk,Mr. Moore
788,459,1661,7,26,walk,
459,788,1661,7,26,walk,
788,610,1661,7,27,walk,
610,576,1661,7,27,walk,Elizabeth Pepys
576,788,1661,7,27,boat,Elizabeth Pepys;Lady Jemima;Lady Paulina
788,576,1661,7,27,boat,Elizabeth Pepys;Lady Jemima;Lady Paulina
576,788,1661,7,27,coach,Elizabeth Pepys
544,576,1661,7,28,boat,Sir W. Penn
576,788,1661,7,28,walk,
422,510,1661,7,29,walk,Sir R. Slingsby
510,422,1661,7,29,walk,Sir R. Slingsby
422,642,1661,7,29,walk,Sir R. Slingsby
642,642,1661,7,29,walk,
788,642,1661,7,30,walk,
642,610,1661,7,30,walk,
610,576,1661,7,30,boat,
576,422,1661,7,30,walk,
422,788,1661,7,30,walk,
788,234,1661,7,30,walk,
234,788,1661,7,30,walk,
422,145,1661,8,1,coach,Sir W. Batten;Sir W. Penn;Elizabeth Pepys;Mrs. Pen
145,788,1661,8,1,coach,Sir W. Batten;Sir W. Penn;Elizabeth Pepys;Mrs. Pen
788,422,1661,8,2,walk,
788,606,1661,8,2,horse,
606,23,1661,8,3,horse,
23,65,1661,8,3,horse,
65,587,1661,8,3,walk,Roger Pepys
587,483,1661,8,3,walk,
483,277,1661,8,3,horse,Roger Pepys
277,552,1661,8,5,horse,
552,270,1661,8,5,horse,
270,51,1661,8,5,horse,
51,671,1661,8,5,horse,
671,202,1661,8,5,horse,
202,51,1661,8,5,horse,
51,270,1661,8,6,horse,
270,51,1661,8,6,horse,Tom Trice
51,767,1661,8,6,walk,Tom Trice
767,51,1661,8,6,walk,
51,18,1661,8,6,horse,
18,232,1661,8,7,horse,
232,788,1661,8,7,horse,
788,650,1661,8,7,walk,Dean Fuller
650,788,1661,8,7,walk,
788,642,1661,8,8,walk,
642,576,1661,8,8,walk,Mr. Moore
576,642,1661,8,8,walk,
642,492,1661,8,8,walk,
